,organization,city,county,state,lat_long,latitude,longitude
2176,Elwood Call-Leader The,Elwood,Madison,IN,"[40.27698340000001, -85.8419246]",40.27698340000001,-85.8419246
2177,Post & Mail,Columbia City,Whitley,IN,"[47.55986559999999, -122.2864991]",47.55986559999999,-122.2864991
2178,Daily Clintonian,Clinton,Vermillion,IN,"[38.3686324, -93.7782689]",38.3686324,-93.7782689
2179,Brazil Times,Brazil,Clay,IN,"[-14.235004, -51.92528]",-14.235004,-51.92528
2180,Washington Times-Herald,Washington,Daviess,IN,"[47.7510741, -120.7401385]",47.7510741,-120.7401385
2181,Wabash Plain Dealer,Wabash,Wabash,IN,"[40.797821, -85.8205411]",40.797821,-85.8205411
2182,Vincennes Sun-Commercial,Vincennes,Knox,IN,"[38.677269, -87.5286325]",38.677269,-87.5286325
2183,Tribune Star The,Terre Haute,Vigo,IN,"[39.4667034, -87.41390919999999]",39.4667034,-87.41390919999999
2184,Times-Union,Warsaw,Kosciusko,IN,"[52.2296756, 21.0122287]",52.2296756,21.0122287
2185,Times-Mail/ Sunday Hoosiertimes,Bedford,Lawrence,IN,"[32.844017, -97.1430671]",32.844017,-97.1430671
2186,Star Press The,Muncie,Delaware,IN,"[40.1933767, -85.3863599]",40.1933767,-85.3863599
2187,Spencer Evening World,Spencer,Owen,IN,"[36.1282435, -94.14995689999999]",36.1282435,-94.14995689999999
2188,South Bend Tribune,South Bend,St. Joseph,IN,"[41.6763545, -86.25198979999999]",41.6763545,-86.25198979999999
2189,Shelbyville News The,Shelbyville,Shelby,IN,"[39.5214373, -85.7769238]",39.5214373,-85.7769238
2190,Tribune,Seymour,Jackson,IN,"[38.9592201, -85.8902547]",38.9592201,-85.8902547
2191,Rushville Republican,Rushville,Rush,IN,"[39.6092137, -85.4463594]",39.6092137,-85.4463594
2192,Rochester Sentinel The,Rochester,Fulton,IN,"[43.15657789999999, -77.6088465]",43.15657789999999,-77.6088465
2193,Palladium-Item,Richmond,Wayne,IN,"[37.5407246, -77.4360481]",37.5407246,-77.4360481
2194,Rensselaer Republican,Rensselaer,Jasper,IN,"[42.673664, -73.55941279999999]",42.673664,-73.55941279999999
2195,Republic,Columbus,Bartholomew,IN,"[39.9611755, -82.99879419999999]",39.9611755,-82.99879419999999
2196,Reporter Times The,Martinsville,Morgan,IN,"[36.6915262, -79.8725386]",36.6915262,-79.8725386
2197,Princeton Daily Clarion,Princeton,Gibson,IN,"[40.3430942, -74.65507389999999]",40.3430942,-74.65507389999999
2198,Post-Tribune,Merrillville,Lake,IN,"[41.4828144, -87.33281389999999]",41.4828144,-87.33281389999999
2199,Pilot-News,Plymouth,Marshall,IN,"[41.9584457, -70.6672621]",41.9584457,-70.6672621
2200,Peru Tribune,Peru,Miami,IN,"[-9.189967, -75.015152]",-9.189967,-75.015152
2201,News Dispatch The,Michigan City,La Porte,IN,"[41.70753939999999, -86.8950297]",41.70753939999999,-86.8950297
2202,News Banner,Bluffton,Wells,IN,"[32.2371465, -80.8603868]",32.2371465,-80.8603868
2203,News and Tribune,New Albany,Floyd,IN,"[40.0811745, -82.8087864]",40.0811745,-82.8087864
2204,Times,Munster,Lake,IN,"[51.9606649, 7.6261347]",51.9606649,7.6261347
2205,Chronicle-Tribune,Marion,Grant,IN,"[37.7306054, -88.9331256]",37.7306054,-88.9331256
2206,Madison Courier,Madison,Jefferson,IN,"[43.0730517, -89.4012302]",43.0730517,-89.4012302
2207,Pharos-Tribune,Logansport,Cass,IN,"[40.7544843, -86.3566659]",40.7544843,-86.3566659
2208,Greene County Daily World,Linton,Greene,IN,"[39.0347666, -87.1658458]",39.0347666,-87.1658458
2209,Reporter The,Lebanon,Boone,IN,"[33.854721, 35.862285]",33.854721,35.862285
2210,Herald-Argus,La Porte,La Porte,IN,"[29.6657838, -95.0193728]",29.6657838,-95.0193728
2211,Kokomo Tribune,Kokomo,Howard,IN,"[40.486427, -86.13360329999999]",40.486427,-86.13360329999999
2212,Journal and Courier,Lafayette,Tippecanoe,IN,"[30.2240897, -92.0198427]",30.2240897,-92.0198427
2213,News and Tribune,Jeffersonville,Clark,IN,"[38.2775702, -85.7371847]",38.2775702,-85.7371847
2214,Indianapolis Star,Indianapolis,Marion,IN,"[39.768403, -86.158068]",39.768403,-86.158068
2215,Huntington Herald-Press,Huntington,Huntington,IN,"[37.7422385, -97.23710039999999]",37.7422385,-97.23710039999999
2216,Herald-Times/ Sunday Hoosiertimes,Bloomington,Monroe,IN,"[39.165325, -86.52638569999999]",39.165325,-86.52638569999999
2217,Herald,Jasper,Dubois,IN,"[38.3914418, -86.9311094]",38.3914418,-86.9311094
2218,Herald Journal,Monticello,White,IN,"[38.0086043, -78.4531994]",38.0086043,-78.4531994
2219,Herald Bulletin,Anderson,Madison,IN,"[36.7667439, -95.6311959]",36.7667439,-95.6311959
2220,Goshen News,Goshen,Elkhart,IN,"[41.5822716, -85.8344383]",41.5822716,-85.8344383
2221,Times The,Frankfort,Clinton,IN,"[38.2009055, -84.87328350000001]",38.2009055,-84.87328350000001
2222,Star,Auburn,De Kalb,IN,"[32.6098566, -85.48078249999999]",32.6098566,-85.48078249999999
2223,Evansville Courier & Press,Evansville,Vanderburgh,IN,"[37.9715592, -87.5710898]",37.9715592,-87.5710898
2224,Elkhart Truth,Elkhart,Elkhart,IN,"[41.6819935, -85.9766671]",41.6819935,-85.9766671
2225,Decatur Daily Democrat,Decatur,Adams,IN,"[33.7748275, -84.2963123]",33.7748275,-84.2963123
2226,Daily Journal,Franklin,Johnson,IN,"[37.0661191, -94.5085198]",37.0661191,-94.5085198
2227,Journal Review,Crawfordsville,Montgomery,IN,"[40.0411536, -86.87445160000001]",40.0411536,-86.87445160000001
2228,Connersville News-Examiner,Connersville,Fayette,IN,"[39.6411589, -85.1410748]",39.6411589,-85.1410748
2229,Commercial Review The,Portland,Jay,IN,"[45.5154586, -122.6793461]",45.5154586,-122.6793461
2230,Chesterton Tribune,Chesterton,Porter,IN,"[41.6105937, -87.06419919999999]",41.6105937,-87.06419919999999
2231,Banner-Graphic,Greencastle,Putnam,IN,"[39.6444898, -86.8647316]",39.6444898,-86.8647316
2232,Chapman and Enterprise News-Times,Chapman,Dickinson,KS,"[33.7933476, -117.8513503]",33.7933476,-117.8513503
2233,Yates Center News,Yates Center,Woodson,KS,"[37.8811472, -95.7333175]",37.8811472,-95.7333175
2234,Wyandotte Echo,Kansas City,Wyandotte,KS,"[39.0997265, -94.5785667]",39.0997265,-94.5785667
2235,Wilson County Citizen,Fredonia,Wilson,KS,"[42.4400576, -79.3317105]",42.4400576,-79.3317105
2236,Wichita Eagle,Wichita,Sedgwick,KS,"[37.68717609999999, -97.33005299999999]",37.68717609999999,-97.33005299999999
2237,Western Times,Sharon Springs,Wallace,KS,"[42.7959074, -74.617086]",42.7959074,-74.617086
2238,Western Star The,Coldwater,Comanche,KS,"[41.9403263, -85.00052149999999]",41.9403263,-85.00052149999999
2239,Western Kansas World,Wakeeney,Trego,KS,"[39.02500819999999, -99.87956559999999]",39.02500819999999,-99.87956559999999
2240,Wellington Daily News,Wellington,Sumner,KS,"[-41.2864603, 174.776236]",-41.2864603,174.776236
2241,Washington County News,Washington,Washington,KS,"[47.7510741, -120.7401385]",47.7510741,-120.7401385
2242,Wamego Times,Wamego,Pottawatomie,KS,"[39.2019412, -96.3049975]",39.2019412,-96.3049975
2243,Wamego Smoke Signal,Wamego,Pottawatomie,KS,"[39.2019412, -96.3049975]",39.2019412,-96.3049975
2244,Valley Falls Vindicator,Valley Falls,Jefferson,KS,"[39.3433316, -95.460253]",39.3433316,-95.460253
2245,Ulysses News The,Ulysses,Grant,KS,"[40.704362, -74.010046]",40.704362,-74.010046
2246,Topeka Capital-Journal,Topeka,Shawnee,KS,"[39.0473451, -95.67515759999999]",39.0473451,-95.67515759999999
2247,Times Sentinel,Cheney,Sedgwick,KS,"[47.4873895, -117.5757622]",47.4873895,-117.5757622
2248,Tiller and Toiler,Larned,Pawnee,KS,"[38.18056929999999, -99.09871299999999]",38.18056929999999,-99.09871299999999
2249,Syracuse Journal The,Syracuse,Hamilton,KS,"[43.0481221, -76.14742439999999]",43.0481221,-76.14742439999999
2250,Stockton Sentinel,Stockton,Rooks,KS,"[37.9577016, -121.2907796]",37.9577016,-121.2907796
2251,Sterling Bulletin,Sterling,Rice,KS,"[37.09024, -95.712891]",37.09024,-95.712891
2252,Stafford Courier,Stafford,Stafford,KS,"[38.4220687, -77.4083086]",38.4220687,-77.4083086
2253,St. John News,St. John,Stafford,KS,"[18.3368114, -64.7280952]",18.3368114,-64.7280952
2254,St. Marys Star,St. Marys,Pottawatomie,KS,"[36.39385499999999, -97.87093999999999]",36.39385499999999,-97.87093999999999
2255,St. Francis Herald,St. Francis,Cheyenne,KS,"[36.072651, -95.919195]",36.072651,-95.919195
2256,Spearville News,Spearville,Ford,KS,"[37.8500191, -99.75679319999999]",37.8500191,-99.75679319999999
2257,South Haven New Era The,Conway Springs,Sumner,KS,"[37.3902975, -97.6422723]",37.3902975,-97.6422723
2258,Smith County Pioneer,Smith Center,Smith,KS,"[36.1688268, -115.1518086]",36.1688268,-115.1518086
2259,Wabaunsee County Signal-Enterprise The,Alma,Wabaunsee,KS,"[44.9839512, -93.2480234]",44.9839512,-93.2480234
2260,Courier-Tribune The,Seneca,Nemaha,KS,"[43.7957469, -79.3499874]",43.7957469,-79.3499874
2261,Salina Journal,Salina,Saline,KS,"[38.8402805, -97.61142369999999]",38.8402805,-97.61142369999999
2262,Sabetha Herald,Sabetha,Nemaha,KS,"[39.9022223, -95.80082250000001]",39.9022223,-95.80082250000001
2263,Russell County News,Russell,Russell,KS,"[37.03355820000001, -95.6380485]",37.03355820000001,-95.6380485
2264,Rush County News,La Crosse,Rush,KS,"[43.8137751, -91.25190169999999]",43.8137751,-91.25190169999999
2265,Rural Messenger,Haven,Reno,KS,"[37.09024, -95.712891]",37.09024,-95.712891
2266,Riley Countian,Riley,Riley,KS,"[39.3686475, -96.83509989999999]",39.3686475,-96.83509989999999
2267,Record,Turon,Reno,KS,"[37.8072386, -98.4267424]",37.8072386,-98.4267424
2268,Protection Press,Protection,Comanche,KS,"[37.0373005, -95.6163665]",37.0373005,-95.6163665
2269,Pratt Tribune The,Pratt,Pratt,KS,"[40.6912807, -73.962537]",40.6912807,-73.962537
2270,Prairie Star,Sedan,Chautauqua,KS,"[37.1267196, -96.1869361]",37.1267196,-96.1869361
2271,Prairie Post The,White City,Wabaunsee,KS,"[42.431618, -122.8354426]",42.431618,-122.8354426
2272,Plainville Times,Plainville,Rooks,KS,"[41.6757457, -72.86336349999999]",41.6757457,-72.86336349999999
2273,Phillips County Review,Phillipsburg,Phillips,KS,"[40.69370989999999, -75.1901761]",40.69370989999999,-75.1901761
2274,Peabody Gazette-Bulletin,Peabody,Marion,KS,"[35.1422706, -90.051915]",35.1422706,-90.051915
2275,Parsons Sun,Parsons,Labette,KS,"[37.34033840000001, -95.2610838]",37.34033840000001,-95.2610838
2276,Ottawa Herald,Ottawa,Franklin,KS,"[45.4215296, -75.69719309999999]",45.4215296,-75.69719309999999
2277,Oskaloosa Independent,Oskaloosa,Jefferson,KS,"[41.2916728, -92.6493595]",41.2916728,-92.6493595
2278,Osborne County Farmer,Osborne,Osborne,KS,"[39.4388993, -98.6947949]",39.4388993,-98.6947949
2279,Osage County Herald-Chronicle,Osage City,Osage,KS,"[38.6338981, -95.82582070000001]",38.6338981,-95.82582070000001
2280,Onaga Herald,Onaga,Pottawatomie,KS,"[39.4888846, -96.1699986]",39.4888846,-96.1699986
2281,Oberlin Herald The,Oberlin,Decatur,KS,"[41.2939386, -82.21737859999999]",41.2939386,-82.21737859999999
2282,Oakley Graphic,Oakley,Logan,KS,"[36.0630409, -95.8808304]",36.0630409,-95.8808304
2283,Norwich News,Conway Springs,Kingman,KS,"[37.3902975, -97.6422723]",37.3902975,-97.6422723
2284,Norton Telegram,Norton,Norton,KS,"[37.09024, -95.712891]",37.09024,-95.712891
2285,Ninnescah Valley News,Pretty Prairie,Reno,KS,"[37.7800135, -98.01977920000002]",37.7800135,-98.01977920000002
2286,Newton Kansan The,Newton,Harvey,KS,"[38.0466779, -97.34503649999999]",38.0466779,-97.34503649999999
2287,Newsleaf,Effingham,Atchison,KS,"[39.1200418, -88.5433829]",39.1200418,-88.5433829
2288,Ness County News,Ness City,Ness,KS,"[38.4527935, -99.9065136]",38.4527935,-99.9065136
2289,Neodesha Derrick,Neodesha,Wilson,KS,"[37.4183929, -95.68025809999999]",37.4183929,-95.68025809999999
2290,Mulvane News,Mulvane,Sedgwick,KS,"[37.474464, -97.2439325]",37.474464,-97.2439325
2291,Mulberry Advance,Mulberry,Crawford,KS,"[37.24777530000001, -95.7181628]",37.24777530000001,-95.7181628
2292,Morning Sun The,Pittsburg,Crawford,KS,"[38.0279762, -121.8846806]",38.0279762,-121.8846806
2293,Montgomery County Chronicle,Caney,Montgomery,KS,"[37.0114608, -95.9352584]",37.0114608,-95.9352584
2294,Montezuma Press,Montezuma,Gray,KS,"[39.9161766, -77.65542730000001]",39.9161766,-77.65542730000001
2295,Monitor-Journal,Little River,Rice,KS,"[33.8732279, -78.6141798]",33.8732279,-78.6141798
2296,Mirror,Tonganoxie,Leavenworth,KS,"[39.109724, -95.0877465]",39.109724,-95.0877465
2297,Minneapolis Messenger,Minneapolis,Ottawa,KS,"[44.977753, -93.2650108]",44.977753,-93.2650108
2298,Miltonvale Record,Miltonvale,Cloud,KS,"[39.3483299, -97.4461408]",39.3483299,-97.4461408
2299,Miami County Republic,Paola,Miami,KS,"[38.5722353, -94.8791294]",38.5722353,-94.8791294
2300,Merchant's Directory,Mullinville,Kiowa,KS,"[37.5861307, -99.475674]",37.5861307,-99.475674
2301,Meade County News,Meade,Meade,KS,"[37.2855796, -100.3401456]",37.2855796,-100.3401456
2302,McPherson Sentinel,McPherson,McPherson,KS,"[38.3708415, -97.66420869999999]",38.3708415,-97.66420869999999
2303,Marysville Advocate,Marysville,Marshall,KS,"[48.0517637, -122.1770818]",48.0517637,-122.1770818
2304,Marquette Tribune,Marquette,McPherson,KS,"[43.038473, -87.93044549999999]",43.038473,-87.93044549999999
2305,Marion County Record,Marion,Marion,KS,"[37.7306054, -88.9331256]",37.7306054,-88.9331256
2306,Manhattan Mercury,Manhattan,Riley,KS,"[40.7830603, -73.9712488]",40.7830603,-73.9712488
2307,Madison News,Madison,Greenwood,KS,"[43.0730517, -89.4012302]",43.0730517,-89.4012302
2308,Lyons News The,Lyons,Rice,KS,"[40.2247075, -105.271378]",40.2247075,-105.271378
2309,Lucas-Sylvan News,Lucas,Russell,KS,"[33.0842854, -96.5766577]",33.0842854,-96.5766577
2310,Logan Republican,Logan,Phillips,KS,"[42.3656132, -71.0095602]",42.3656132,-71.0095602
2311,Linn-Palmer Record,Linn,Washington,KS,"[38.4858749, -91.85045149999999]",38.4858749,-91.85045149999999
2312,Linn County News,Pleasanton,Linn,KS,"[37.6604484, -121.8757968]",37.6604484,-121.8757968
2313,Lindsborg News-Record,Lindsborg,McPherson,KS,"[38.5736176, -97.67448379999999]",38.5736176,-97.67448379999999
2314,Lincoln Sentinel-Republican,Lincoln,Lincoln,KS,"[35.949526, -94.4235482]",35.949526,-94.4235482
2315,Leoti Standard,Leoti,Wichita,KS,"[38.479741, -101.3587713]",38.479741,-101.3587713
2316,Ledger (Moundridge),Moundridge,McPherson,KS,"[38.203065, -97.5192065]",38.203065,-97.5192065
2317,Leavenworth Times The,Leavenworth,Leavenworth,KS,"[47.5962326, -120.6614765]",47.5962326,-120.6614765
2318,Lawrence Journal-World,Lawrence,Douglas,KS,"[38.9716689, -95.2352501]",38.9716689,-95.2352501
2319,Lakin Independent The,Lakin,Kearny,KS,"[37.9405752, -101.254892]",37.9405752,-101.254892
2320,Labette Avenue,Oswego,Labette,KS,"[43.4553461, -76.5104973]",43.4553461,-76.5104973
2321,La Estrella,Dodge City,Ford,KS,"[37.7527982, -100.0170787]",37.7527982,-100.0170787
2322,Kiowa News,Kiowa,Barber,KS,"[39.3472095, -104.4644112]",39.3472095,-104.4644112
2323,Kiowa County Signal,Greensburg,Kiowa,KS,"[40.3014581, -79.5389289]",40.3014581,-79.5389289
2324,Kingman Leader-Courier,Kingman,Kingman,KS,"[35.189443, -114.0530065]",35.189443,-114.0530065
2325,Kansas Chief The,Wathena,Doniphan,KS,"[39.7591606, -94.94969069999999]",39.7591606,-94.94969069999999
2326,Johnson Pioneer,Johnson,Stanton,KS,"[37.09024, -95.712891]",37.09024,-95.712891
2327,Jewell County Record,Mankato,Jewell,KS,"[44.1635775, -93.99939959999999]",44.1635775,-93.99939959999999
2328,Jetmore Republican,Jetmore,Hodgeman,KS,"[40.6650926, -73.5070625]",40.6650926,-73.5070625
2329,Jacksonian,Cimarron,Gray,KS,"[36.1706361, -96.2719547]",36.1706361,-96.2719547
2330,Iola Register,Iola,Allen,KS,"[44.5080338, -89.13066649999999]",44.5080338,-89.13066649999999
2331,Independence Daily Reporter,Independence,Montgomery,KS,"[37.2242358, -95.7083131]",37.2242358,-95.7083131
2332,Hutchinson News,Hutchinson,Reno,KS,"[38.0608445, -97.92977429999999]",38.0608445,-97.92977429999999
2333,Hugoton Hermes,Hugoton,Stevens,KS,"[37.1753025, -101.3496025]",37.1753025,-101.3496025
2334,Hoxie Sentinel,Hoxie,Sheridan,KS,"[36.0503484, -90.9751205]",36.0503484,-90.9751205
2335,Horton Headlight,Horton,Brown,KS,"[37.340726, -95.25317]",37.340726,-95.25317
2336,Holton Recorder,Holton,Jackson,KS,"[39.4652724, -95.7363723]",39.4652724,-95.7363723
2337,Hillsboro Star-Journal,Hillsboro,Marion,KS,"[45.5198403, -122.9367744]",45.5198403,-122.9367744
2338,Hillsboro Free Press,Hillsboro,Marion,KS,"[45.5198403, -122.9367744]",45.5198403,-122.9367744
2339,Hill City Times,Hill City,Graham,KS,"[43.9324855, -103.575193]",43.9324855,-103.575193
2340,High Plains Journal,Dodge City,Ford,KS,"[37.7527982, -100.0170787]",37.7527982,-100.0170787
2341,Leader and Times,Liberal,Seward,KS,"[37.0430812, -100.920999]",37.0430812,-100.920999
2342,Hiawatha World,Hiawatha,Brown,KS,"[39.8525033, -95.53581559999999]",39.8525033,-95.53581559999999
2343,Hesston Record,Hesston,Harvey,KS,"[38.1383437, -97.43142669999999]",38.1383437,-97.43142669999999
2344,Herington Times,Herington,Morris,KS,"[38.671119, -96.9425139]",38.671119,-96.9425139
2345,Haysville Sun-Times,Haysville,Sedgwick,KS,"[37.5644615, -97.3522675]",37.5644615,-97.3522675
2346,Hays Daily News,Hays,Ellis,KS,"[38.8791783, -99.3267702]",38.8791783,-99.3267702
2347,Haskell County Monitor-Chief,Sublette,Haskell,KS,"[37.4816911, -100.8437736]",37.4816911,-100.8437736
2348,Harper Advocate,Harper,Harper,KS,"[42.0810643, -88.07289689999999]",42.0810643,-88.07289689999999
2349,Gyp Hill Premiere,Medicine Lodge,Barber,KS,"[37.2811339, -98.580361]",37.2811339,-98.580361
2350,Greeley County Republican,Tribune,Greeley,KS,"[37.6820252, -95.453656]",37.6820252,-95.453656
2351,Great Bend Tribune,Great Bend,Barton,KS,"[38.3644567, -98.7648073]",38.3644567,-98.7648073
2352,Gove County Advocate,Quinter,Gove,KS,"[39.06945140000001, -100.2323551]",39.06945140000001,-100.2323551
2353,Goodland Star News,Goodland,Sherman,KS,"[0.0, 0.0]",0.0,0.0
2354,Glasco Sun/Delphos Republican,Glasco,Cloud,KS,"[39.3566689, -97.8411519]",39.3566689,-97.8411519
2355,Gardner News,Gardner,Johnson,KS,"[38.8108408, -94.9271868]",38.8108408,-94.9271868
2356,Garden City Telegram,Garden City,Finney,KS,"[37.9716898, -100.8726618]",37.9716898,-100.8726618
2357,Galena Sentinel Times,Galena,Cherokee,KS,"[42.4166744, -90.4290168]",42.4166744,-90.4290168
2358,Frankfort Area News,Frankfort,Marshall,KS,"[38.2009055, -84.87328350000001]",38.2009055,-84.87328350000001
2359,Fort Scott Tribune The,Fort Scott,Bourbon,KS,"[37.8397626, -94.7082951]",37.8397626,-94.7082951
2360,Fort Leavenworth Lamp,Leavenworth,Leavenworth,KS,"[47.5962326, -120.6614765]",47.5962326,-120.6614765
2361,Eureka Herald,Eureka,Greenwood,KS,"[37.8239167, -96.2891703]",37.8239167,-96.2891703
2362,Erie Record,Erie,Neosho,KS,"[42.12922409999999, -80.085059]",42.12922409999999,-80.085059
2363,Emporia Gazette,Emporia,Lyon,KS,"[38.403903, -96.18166260000001]",38.403903,-96.18166260000001
2364,Ellsworth County Independent-Reporter The,Ellsworth,Ellsworth,KS,"[38.7305648, -98.22811259999999]",38.7305648,-98.22811259999999
2365,Ellis Review,Ellis,Ellis,KS,"[37.09024, -95.712891]",37.09024,-95.712891
2366,Ellinwood Leader,Ellinwood,Barton,KS,"[38.3555675, -98.5809106]",38.3555675,-98.5809106
2367,Elkhart Tri-State News,Elkhart,Morton,KS,"[41.6819935, -85.9766671]",41.6819935,-85.9766671
2368,Edwards County Sentinel,Kinsley,Edwards,KS,"[37.9230724, -99.4098384]",37.9230724,-99.4098384
2369,Downs News and Times,Downs,Osborne,KS,"[35.07768799999999, -106.57014]",35.07768799999999,-106.57014
2370,Dodge City Daily Globe,Dodge City,Ford,KS,"[37.7527982, -100.0170787]",37.7527982,-100.0170787
2371,Dighton Herald,Dighton,Lane,KS,"[41.84385899999999, -71.15673439999999]",41.84385899999999,-71.15673439999999
2372,Derby Informer,Derby,Sedgwick,KS,"[37.5455735, -97.2689331]",37.5455735,-97.2689331
2373,Daily Union,Junction City,Geary,KS,"[39.0286093, -96.83139779999999]",39.0286093,-96.83139779999999
2374,Cunningham Courier,Cunningham,Kingman,KS,"[37.09024, -95.712891]",37.09024,-95.712891
2375,Courtland Journal,Courtland,Republic,KS,"[37.841014, -94.705383]",37.841014,-94.705383
2376,Council Grove Republican,Council Grove,Morris,KS,"[38.6611187, -96.49194729999999]",38.6611187,-96.49194729999999
2377,Conway Springs Star and Argonia Argosy,Conway Springs,Sumner,KS,"[37.3902975, -97.6422723]",37.3902975,-97.6422723
2378,Columbus News Report,Columbus,Cherokee,KS,"[39.9611755, -82.99879419999999]",39.9611755,-82.99879419999999
